"","participant_id","B1A2L9: Fresh Step: SKU: Fresh Step Scented Litter","B1A2L10: Fresh Step: SKU: Fresh Step Extreme Scented Litter","B1A2L11: Fresh Step: SKU: Fresh Step Extreme Scented Litter Hawaiian","B1A2L12: Fresh Step: SKU: Fresh Step Multi-Cat Scented Litter","B1A2L13: Fresh Step: SKU: Fresh Step Odor Shield Scented Litter","B1A2L14: Fresh Step: SKU: Fresh Step Clean Paws® Scented Litter","B1A2L15: Fresh Step: SKU: Fresh Step Clean Paws® Multi-Cat Scented Litter","B1A2L16: Fresh Step: SKU: Fresh Step Clean Paws® Calm Scented Litter","B1A2L17: Fresh Step: SKU: Fresh Step Clean Paws® Triple Action Scented Litter","B1A2L18: Fresh Step: SKU: Fresh Step Clean Paws® Ultra Absorb Scented Litter","B1A2L19: Fresh Step: SKU: Fresh Step Outstretch Scented Litter","B1A3L1: Fresh Step: Equity: none","B1A3L2: Fresh Step: Equity: Gain","B1A3L3: Fresh Step: Equity: Glad","B1A3L4: Fresh Step: Equity: Char","B1A3L5: Fresh Step: Equity: Febreze","B1A3L6: Fresh Step: Equity: Both Gain and Febreze","B1A3L7: Fresh Step: Equity: Clorox","B2A2L20: / Scoop Away: SKU: Scoop Away instant odor Control Scented Litter","B2A2L21: / Scoop Away: SKU: Scoop Away Low Track Scented Litter","B2A2L22: / Scoop Away: SKU: Scoop Away  Muli-Cat Scented Litter","B2A3L1: / Scoop Away: Equity: none","B2A3L2: / Scoop Away: Equity: Gain","B2A3L3: / Scoop Away: Equity: Glad","B2A3L4: / Scoop Away: Equity: Char","B2A3L5: / Scoop Away: Equity: Febreze","B2A3L6: / Scoop Away: Equity: Both Gain and Febreze","B2A3L7: / Scoop Away: Equity: Clorox","segment_id","name","status_included_in_current_report"
"1",196371296,0,7.83074770430213,2.15650094369146,7.78921451730832,-5.97627129074325,-9.23842570684133,-14.1526295826489,15.8643269221847,-2.08849029666818,14.4787851418507,-16.6637583524356,0,16.328922504915,-10.3148261567212,-12.9076258326478,4.81308730892114,5.13452655793938,-3.19671795302319,0,-8.58325616360829,5.68982692270923,0,3.25295281568929,-8.95004098149939,16.0950936335934,-7.70328872895588,-4.80921202453869,3.95858721008907,"53780","Walmart",1
"2",196371322,0,-2.13224054956581,0.346734098289646,-2.65508735027678,3.14751268290617,3.96939197304494,2.56179342940975,1.46569141896976,6.19713591898762,-11.515369957624,-1.38556166414131,0,2.65413696639956,-5.0799187872176,-2.14880771335829,1.62907663743043,2.18510196362484,0.789557399321199,0,0.369372420685324,-0.738536712013979,0,-2.12677390379703,2.05213700828544,-3.41218260124116,-6.28941744174707,1.2859800962307,8.29323044718848,"53780","Walmart",1
"3",196371324,0,2.8721586176372,9.43422898928981,0.952240658861064,0.74431129103571,-7.16442036803842,-0.857015533929206,9.99129696974353,-8.00102596414606,-0.445413295136789,-7.52636136531684,0,2.07625277694756,-0.878599952325549,-4.47841431987513,-2.74410274065735,0.984045309382751,5.18310618640105,0,2.09011620375107,-2.74579484441599,0,7.45199403914129,-3.97792260237091,-4.88749719820113,-2.23778169372339,3.72473554090748,0.251024319071048,"53780","Walmart",1
"4",196371364,0,-2.66732377281556,0.0175424463234013,-6.51477960349942,0.731313761700954,-1.7724944890197,-2.41454569350017,-1.9373416015224,2.25632834577557,10.3421430199467,1.95915758661064,0,-2.6039863633526,-0.166726585580967,0.858863820182368,0.132232318248255,-0.483818533535633,2.85676225442269,0,0.0189901233100824,-0.0380371069431718,0,-2.74503753734458,-4.31506160415485,1.70229280494518,2.15873648577606,6.80480637541198,-3.91378225421105,"53780","Walmart",1
"5",196371401,0,3.73523215892389,-2.78055682612683,3.92735139014335,6.94879031976582,-4.47941807240965,3.87447159424367,-3.49393603632785,1.05086717084271,-3.85538834730191,-4.92741335175321,0,-2.64003834296241,1.54708747705591,2.35484323623919,-0.664973036289911,-4.11219103118026,3.32905540520368,0,3.19780910629503,-2.72868354943056,0,1.12020295475109,2.46676248001771,-3.54113403253499,0.175771686089067,-0.145588234930819,0.0279811100037535,"53780","Walmart",1
"6",196371408,0,-1.91979917753321,1.68239479625304,-2.49600938475889,-19.7218383273827,10.2945752941667,1.73191139025539,-13.1716455908489,4.41614138491986,7.85015951832931,11.3341100965994,0,0.488350989545996,-9.00732786436871,7.00394136042629,2.55713888089937,4.5382975146036,-5.58341366286692,0,3.8100240111632,-2.70733353561274,0,-7.46602518401243,-4.36637018438354,4.29021502057924,11.5199003637601,-1.43324752077966,-2.97428291149523,"53780","Walmart",1
"7",196371412,0,1.82953081841484,3.19112527816319,1.73316936044863,-0.994670563978787,-0.827639158139061,5.1976718865593,-3.80888266149017,-1.29869275931114,-4.80551122647459,-0.216100974192209,0,2.58364781878882,-0.906278967299199,-0.262665816278862,-2.77354064227844,-0.871196649381433,2.6657915115407,0,-3.19827096805818,2.23313544619336,0,2.52555991448158,-1.41176332529001,-0.823025212748853,-3.22482274405096,3.46750995627214,-0.910652825289544,"53780","Walmart",1
"8",196371415,0,-10.1221752818964,19.8705681743137,31.9615566357468,-7.15169829773418,-10.2894971838293,-14.2316303840339,14.4020573730705,-12.1255305728935,7.27715761472391,-19.5908080774676,0,19.3156651912867,-22.7669907970422,-12.1166884029496,4.51156675528583,12.8368030049284,-2.55174649938377,0,22.396762339027,-18.7751357134325,0,40.1806900769618,18.4409213631814,-25.7610270120968,-9.38215471865624,-0.01230792519554,-21.934846876558,"53780","Walmart",1
"9",196377185,0,27.2409266929227,18.6412418552143,8.12867328695422,-5.17336005112564,-15.1931689890022,-17.5025808125378,-21.044489490717,0.793946513892668,52.1426206720704,-48.0338096776716,0,16.4840160580784,-7.21527102418722,4.80312212484126,-1.1095272764543,-9.03631927970948,-4.00599971679181,0,-5.70276800804445,6.30444870526885,0,22.476793613796,-4.12759951149074,-6.82440754637197,1.43376679162073,-6.52135676114828,-4.16458963690736,"53780","Walmart",1
"10",196387280,0,0.0758921380183247,4.57438767578273,-1.94084674174193,-2.63102015923338,3.39821855247175,-2.24841141635575,-3.66032896950421,-1.00741028197307,0.673268355768028,2.7662508467675,0,-1.45596532887659,-1.21940957183495,-2.33431822286333,-1.79028873574993,5.81351205781528,1.36665072736298,0,-0.203677685370244,0.0128460169721201,0,0.408842998687013,-2.63608445518798,4.36345686052399,-2.51657450437862,2.24520776780704,-2.13800274892942,"53780","Walmart",1
"11",196387284,0,-2.5465977014019,-7.07949214149004,-1.20364089115299,-3.64477814245819,2.23547854875927,5.94069840695754,0.78764181692188,-0.970999913425392,1.15187043419342,5.32981958309641,0,4.36791233136166,3.60080715328206,1.16060449800179,-2.36472040730372,-7.44400710495603,0.549816110371234,0,0.698311822448883,0.643358219412885,0,-5.57894736509015,-1.78923821636373,3.29173077441258,2.4818372289132,-0.444600380565358,1.76752198648016,"53780","Walmart",1
"12",196391650,0,-1.91991286121026,2.64560565296104,0.186632699486771,1.39981366017955,-2.84917117116263,-3.20875468169293,2.08188346738162,3.07869739348798,-2.34203706631035,0.927242906879211,0,0.210457026998275,-2.91106358320166,1.55860461816025,-2.18978902087362,-0.946023283222897,4.20254672405914,0,1.0952910232238,-0.743665632120054,0,2.98378602527354,0.739987197856056,-3.31999190436617,-1.92160167848078,0.826801095759741,0.887075493577111,"53780","Walmart",1
"13",196396058,0,3.59347584924703,-1.96437132035257,0.284461516366823,1.50650938230612,0.0290450527417642,-1.54654042136043,1.44251732091699,-0.696054304405084,-0.786533567614762,-1.86250950784588,0,0.696911738627502,0.119508379765091,-0.230870042066043,-0.727520961776734,0.672167469827053,-0.397162912320341,0,0.853008889030272,-1.27166779391781,0,-1.85761922939144,-0.0491576794166245,1.19210521980245,1.6559946045969,-1.84092277456843,1.04257009598421,"53780","Walmart",1
"14",196401638,0,-0.972252402718361,-0.704321819565897,0.462100902604264,0.583453484120854,0.89124964840511,1.02484802374086,-0.109375536736945,-1.16850319235453,-1.50658148890784,1.49938238141248,0,0.445379920500175,0.208870228974143,0.024521283753656,-0.862466079044048,-0.317804756713371,0.383839783487285,0,0.408148336224448,-0.396644290002461,0,0.0750614370765216,1.03309406487434,-0.358734936170312,0.0249720191272554,-1.30521153083387,0.479357896327282,"53780","Walmart",1
"15",196406612,0,2.09488299172033,2.06488462273745,2.33617021671643,4.94437138852653,-3.63166262406358,-0.450848361048255,-1.00457772750545,-1.79059576873848,-1.87896474873824,-2.68365998960675,0,-2.96594145848754,-1.95942078660957,4.5959417256188,-0.633238151211077,0.401446165627666,0.481958342384451,0,0.296587862255203,-0.465179498912262,0,0.424205385299197,-0.176996257435064,2.14415544456269,1.14341809919803,-2.21274593523846,-1.65354060086646,"53780","Walmart",1
"16",196406781,0,3.01676566298534,-3.23267624562674,-1.41690194348341,0.139359661924516,1.89966491020174,-2.24638176283779,0.166872762772918,-0.884535225029268,1.4284109008214,1.1294212782713,0,0.807831100357527,0.078337681108819,0.331620466680504,-1.02071211390892,0.0396791325335753,-0.25330298714001,0,1.55176609809664,-2.30602704246468,0,1.20523073490625,-0.0300254052969311,2.15473600156595,0.704035715114187,-2.53111852772202,-1.04692694385098,"53780","Walmart",1
"17",196406814,0,-0.0158842996345018,3.46600094260059,-0.0672120210219881,-7.69486529116236,-13.3389920690315,9.08215521232923,-5.34577665685614,-5.80426529495108,9.9659179857474,9.75292149198031,0,8.23851523861076,4.15343305489225,-6.29690190482269,-0.181932439431994,-4.96207968678397,0.455550772271568,0,-6.90966417663327,7.08641288448336,0,-8.1419687455781,-7.61442413171957,9.92017567114262,9.50582466022522,5.0533915162138,-7.98687580303004,"53780","Walmart",1
"18",196406868,0,-1.69584124474664,0.93716790916489,-0.923736792711449,0.51315763984459,0.921637987942673,-0.387909224371127,1.93164675562537,0.111364691055062,-1.17253886739837,-0.23494885440499,0,1.26330485110494,2.2613431462154,0.124614764493181,-1.48325985082055,-1.22801236856653,-1.25251347357856,0,-2.46224984863078,1.94216810041108,0,-0.234643402644427,-0.768603341468763,-3.39405782359135,1.03505424307562,1.99158472361715,1.58933522385753,"53780","Walmart",1
"19",196407013,0,3.80428461949865,1.36380545222169,-8.46791681743963,-7.10486431396891,9.14500609404933,-12.3184098792194,3.195711989915,2.09624649267319,2.89405953590911,5.39207682636092,0,4.75499017044549,-8.04352097632936,-2.05043774914172,0.511878397287911,10.0774378839197,-4.62275707243018,0,-4.05494390921037,2.8506305883112,0,0.391039137046857,-1.29394891678202,-0.958620385411218,-5.61281657062309,14.3067040585693,-6.62062336649097,"53780","Walmart",1
